Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
MERCK AND CO INC,US58933Y1055,US58933Y1055,PAR,MRK,4577 Pharmaceuticals,EUR,26.22,571,-0.23,2009/12/11 17:35,14901,"2,312,307,216","60,628,695,204",null,International zone (out of Euro)  ,,Continuous,26.03,26.5,2009/12/11 14:43,26.03,2009/12/11 9:00,-3.03,29.07,2007/1/11,19.37,2009/8/11,-0.79,29.07,2007/1/11,19.37,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.merck.com"";""http://www.merck.com"")",-,-,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,No,No,-,-
MERSEN,FR0000039620,FR0000039620,PAR,MRN,2733 Electrical Components & Equipment,EUR,22.6,75355,-0.66,2009/12/11 17:35,1719985,"20,282,965","458,395,009",Compartment B (Mid Caps),French zone  ,SRD and PEA eligible,Continuous,22.915,23.455,2009/12/11 9:42,22.1,2009/12/11 14:34,-34.11,43.76,2011/5/11,20.51,2023/11/11,-32.74,43.76,2011/5/11,20.51,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.mersen.com"";""http://www.mersen.com"")",Stéphanie ATELLIAN,+33 (0) 1 46 91 54 19,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,Yes,-,-
METABOLIC EXPLORER,FR0004177046,FR0004177046,PAR,METEX,1357 Specialty Chemicals,EUR,2.95,972218,14.34,2009/12/11 17:35,2800097,"21,223,200","62,608,440",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.52,3.19,2009/12/11 15:28,2.5,2009/12/11 9:00,-54.26,6.75,2007/4/11,1.97,2024/11/11,-53.32,6.75,2007/4/11,1.97,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.metabolic-explorer.com"";""http://www.metabolic-explorer.com"")",-,-,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,No,-,-
METROLOGIC GROUP,FR0000073975,FR0000073975,PAR,MTG,9537 Software,EUR,22.7,585,0.89,2008/12/11 16:56,13280,"4,000,000","90,800,000",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,22.7,22.7,2008/12/11 9:00,22.7,2008/12/11 9:00,-5.26,25.27,2027/1/11,20.02,2012/7/11,0.06,25.27,2027/1/11,20.02,2012/7/11,"=LIEN_HYPERTEXTE(""http://www.metrologic.fr"";""http://www.metrologic.fr"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
METROPOLE TV,FR0000053225,FR0000053225,PAR,MMT,5553 Broadcasting & Entertainment,EUR,11.32,382111,2.4,2009/12/11 17:35,4309885,"128,957,939","1,459,803,869",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,11,11.415,2009/12/11 15:52,10.95,2009/12/11 9:00,-37.46,19.015,2006/1/11,9.376,2023/11/11,-38.58,19.02,2006/1/11,9.38,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.m6.fr"";""http://www.m6.fr"")",Eric Ghestemme,01 41 92 59 53,5000 Consumer Services,5500 Media,5550 Media,Yes,Yes,-,-
MGI COUTIER,FR0000053027,FR0000053027,PAR,MGIC,3355 Auto Parts,EUR,35.99,151,-0.03,2009/12/11 9:02,5435,"2,674,104","96,241,003",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,36,36,2009/12/11 9:00,35.99,2009/12/11 9:02,4.29,50,2007/7/11,28.17,2022/8/11,15.54,50,2007/7/11,28.17,2022/8/11,"=LIEN_HYPERTEXTE(""http://www.mgicoutier.fr"";""http://www.mgicoutier.fr"")",-,-,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
MICHELIN,FR0000121261,FR0000121261,PAR,ML,3357 Tires,EUR,47.165,959530,2.35,2009/12/11 17:35,44925666,"179,996,774","8,489,547,846",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,45.49,47.485,2009/12/11 16:06,45.33,2009/12/11 9:05,-12.17,68.54,2002/5/11,40.2,2004/10/11,-13.89,68.54,2002/5/11,40.2,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.michelin.com"";""http://www.michelin.com"")",MAGLOIRE Valérie,01 45 66 10 04,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,Yes,-,-
MICROPOLE,FR0000077570,FR0000077570,PAR,MUN,9533 Computer Services,EUR,1.18,64153,0.85,2009/12/11 16:41,75598,"25,957,905","30,630,328",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,1.17,1.22,2009/12/11 13:18,1.15,2009/12/11 9:00,20.41,1.58,2013/6/11,0.98,2003/1/11,18,1.58,2013/6/11,0.95,2029/12/10,"=LIEN_HYPERTEXTE(""http://www.micropole.com"";""http://www.micropole.com"")",Mayca,+33 (0)1 42 47 42 47,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
MILLIMAGES,FR0010973479,FR0010973479,PAR,MIL,5553 Broadcasting & Entertainment,EUR,0.34,75,0,2001/12/11 11:30,26,"2,446,649","831,861",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,0.34,0.34,2001/12/11 11:30,0.34,2001/12/11 11:30,-66,1.21,2017/1/11,0.33,2018/7/11,-66,1.21,2017/1/11,0.33,2018/7/11,"=LIEN_HYPERTEXTE(""http://www.millimages.com"";""http://www.millimages.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
MODELABS GROUP,FR0010060665,FR0010060665,PAR,MDL,9578 Telecommunications Equipment,EUR,2.36,606,-0.42,2009/12/11 11:53,1430,"22,871,155","53,975,926",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.36,2.36,2009/12/11 9:26,2.36,2009/12/11 9:26,-34.26,4.3,2025/5/11,2.31,2028/11/11,-27.61,4.3,2025/5/11,2.31,2028/11/11,"=LIEN_HYPERTEXTE(""http://www.modelabs.com"";""http://www.modelabs.com"")",GRAND,01 43 12 12 12,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
MONCEY (FIN.) NOM.,FR0000076986,FR0000076986,PAR,MONC,8985 Equity Investment Instruments,EUR,2450,7,0,2008/12/11 16:30,17150,"182,871","448,033,950",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,2450,2450,2008/12/11 16:30,2450,2008/12/11 16:30,13.53,2694.98,2008/6/11,2207.01,2005/1/11,14.65,2694.98,2008/6/11,2158,1931/12/10,"=LIEN_HYPERTEXTE(""http://www.bollore.com"";""http://www.bollore.com"")",-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,Yes,No,-,-
MONDIAL PECHE,FR0000062853,FR0000062853,PAR,MPE,5379 Specialty Retailers,EUR,1.25,4,0,2002/9/11 11:30,5,"1,430,000","1,787,500",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1.25,1.25,2002/9/11 11:30,1.25,2002/9/11 11:30,-10.07,1.42,2011/1/11,1,2021/7/11,64.47,1.5,2024/9/10,1,2021/7/11,"=LIEN_HYPERTEXTE(""http://www.mondial-peche.fr"";""http://www.mondial-peche.fr"")",-,-,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
MONTAIGNE FASHION,FR0004048734,FR0004048734,PAR,MFG,3763 Clothing & Accessories,EUR,0.18,477901,5.88,2009/12/11 17:28,84267,"19,925,402","3,586,572",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.17,0.2,2009/12/11 16:29,0.16,2009/12/11 9:22,-45.45,0.37,2010/1/11,0.09,2018/11/11,-47.06,0.37,2010/1/11,0.09,2018/11/11,"=LIEN_HYPERTEXTE(""http://www.montaignefashiongroup.com"";""http://www.montaignefashiongroup.com"")",Edouard Hubsch,+33 1 44 54 32 32,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
MONTEA C.V.A.,BE0003853703,BE0003853703,BRU,MONT,8671 Industrial & Office REITs,EUR,23.9,200,0,2009/12/11 16:55,4773,"5,634,126","134,655,611",Compartment C (Small Caps),Belgium zone  ,PEA eligible,Continuous,23.9,23.9,2009/12/11 9:00,23.8,2009/12/11 15:58,1.75,26,2011/5/11,22.65,2009/8/11,3.02,26,2011/5/11,22.65,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.montea.com"";""http://www.montea.com"")",Christine De Glas,+32 53 82 62 62,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
MONTUPET SA,FR0000037046,FR0000037046,PAR,MON,3355 Auto Parts,EUR,3.5,31911,1.45,2009/12/11 17:04,112826,"11,473,974","40,158,909",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,3.45,3.6,2009/12/11 16:47,3.45,2009/12/11 9:35,-49.64,9.09,2003/2/11,2.9,2024/11/11,-49.86,9.09,2003/2/11,2.9,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.montupet.fr"";""http://www.montupet.fr"")",-,-,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
MR BRICOLAGE,FR0004034320,FR0004034320,PAR,MRB,5375 Home Improvement Retailers,EUR,9.4,1591,-0.95,2009/12/11 17:35,14953,"10,387,755","97,644,897",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,9.44,9.5,2009/12/11 10:06,9.3,2009/12/11 11:08,-35.13,14.73,2003/1/11,9.3,2009/12/11,-33.33,14.88,2014/12/10,9.3,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.mr-bricolage.fr"";""http://www.mr-bricolage.fr"")",JONDEAU Eve,02.38.43.21.88,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
MRBRICOLAGEBSAAR14,FR0010814186,FR0010814186,PAR,MRBBS,5375 Home Improvement Retailers,EUR,0.09,9698,800,1930/11/11 12:34,873,"191,077","17,197",null,French zone  ,,Continuous,0.09,0.09,1930/11/11 12:34,0.09,1930/11/11 12:34,0,0.09,1930/11/11 12:34,0,-,0,0.09,1930/11/11 12:34,0,-,-,-,-,5000 Consumer Services,5300 Retail,5370 General Retailers,No,No,-,-
MUSEE GREVIN,FR0000037970,FR0000037970,PAR,GREV,5755 Recreational Services,EUR,85.01,18,2.27,2005/12/11 11:30,1530,"503,264","42,782,473",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,85.01,85.01,2005/12/11 11:30,85.01,2005/12/11 11:30,-9.56,129,2014/3/11,79.02,2012/9/11,3.58,129,2014/3/11,79.02,2012/9/11,"=LIEN_HYPERTEXTE(""http://www.grevin.com"";""http://www.grevin.com"")",-,-,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,Yes,No,-,-
NATIXIS,FR0000120685,FR0000120685,PAR,KN,8355 Banks,EUR,2.173,3382742,4.12,2009/12/11 17:35,7282521,"3,082,345,888","6,697,937,615",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,2.09,2.197,2009/12/11 13:24,2.081,2009/12/11 9:06,-37.91,4.389,2023/2/11,1.675,2025/11/11,-41.35,4.39,2023/2/11,1.68,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.natixis.com"";""http://www.natixis.com"")",Relations Investisseurs,01 58 19 26 34 ,8000 Financials,8300 Banks,8350 Banks,Yes,Yes,-,-
NATUREX,FR0000054694,FR0000054694,PAR,NRX,3577 Food Products,EUR,48.15,9512,0.31,2009/12/11 17:35,456571,"6,318,272","304,224,797",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,48,48.18,2009/12/11 12:29,47.64,2009/12/11 13:30,21.93,61.57,2001/7/11,37.33,2022/2/11,17.27,61.57,2001/7/11,37.33,2022/2/11,"=LIEN_HYPERTEXTE(""http://www.naturex.com"";""http://www.naturex.com"")",LAMBERT Thierry,04 90 23 96 89,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
NATUREX PREFERENCE,FR0010833251,FR0010833251,PAR,NRXP,3577 Food Products,EUR,0,0,-,-,0,"1,387,308",0,Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,Halted,2004/1/10
NEOPOST,FR0000120560,FR0000120560,PAR,NEO,9574 Electronic Office Equipment,EUR,50.54,113286,-0.41,2009/12/11 17:35,5722033,"32,999,526","1,667,796,044",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,50.52,50.87,2009/12/11 9:01,50.15,2009/12/11 14:40,-22.48,70.27,2001/3/11,47.125,2009/8/11,-26.12,70.27,2001/3/11,47.13,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.neopost.com"";""http://www.neopost.com"")",Gaële Chagnaud,+33 (0)1 45 36 31 39,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,Yes,-,-
NERGECO,FR0000037392,FR0000037392,PAR,NERG,2353 Building Materials & Fixtures,EUR,11.9,77,0.42,2009/12/11 11:30,916,"768,000","9,139,200",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,11.9,11.9,2009/12/11 11:30,11.9,2009/12/11 11:30,36.78,13.22,1931/5/11,8.46,2002/3/11,36.94,13.22,1931/5/11,8.46,2002/3/11,"=LIEN_HYPERTEXTE(""http://www.nergeco.com"";""http://www.nergeco.com"")",-,-,2000 Industrials,2300 Construction & Materials,2350 Construction & Materials,Yes,No,-,-
NETGEM,FR0004154060,FR0004154060,PAR,NTG,9578 Telecommunications Equipment,EUR,2.2,42220,3.29,2009/12/11 17:35,92349,"37,102,011","81,624,424",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.14,2.23,2009/12/11 9:59,2.13,2009/12/11 9:00,-31.25,4.4,2004/2/11,1.8,2024/11/11,-31.89,4.4,2004/2/11,1.8,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.netgem.com"";""http://www.netgem.com"")",Gilles AUBAGNAC,155625651,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
NEURONES,FR0004050250,FR0004050250,PAR,NRO,9533 Computer Services,EUR,7.15,1094,0.56,2009/12/11 17:35,7806,"23,561,093","168,461,815",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,7.11,7.2,2009/12/11 10:11,7.11,2009/12/11 9:00,3.92,9.1,2019/5/11,6.85,2003/1/11,2.14,9.1,2019/5/11,6.7,1931/12/10,"=LIEN_HYPERTEXTE(""http://www.neurones.net"";""http://www.neurones.net"")",DUCURTIL,01 41 37 41 37,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
NEXANS,FR0000044448,FR0000044448,PAR,NEX,2733 Electrical Components & Equipment,EUR,42.705,96212,3.43,2009/12/11 17:37,4065430,"28,604,391","1,221,550,518",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,40.945,42.905,2009/12/11 15:51,40.67,2009/12/11 9:00,-27.45,76.55,2026/4/11,36.705,2023/11/11,-24.76,76.55,2026/4/11,36.71,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.nexans.com"";""http://www.nexans.com"")",Gedeon Michel,01.56.69.85.31,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,Yes,-,-
NEXITY,FR0010112524,FR0010112524,PAR,NXI,8633 Real Estate Holding & Development,EUR,17.195,90675,1.74,2009/12/11 17:35,1554905,"52,402,145","901,054,883",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,16.9,17.44,2009/12/11 13:24,16.875,2009/12/11 9:12,-40.69,31.349,2003/5/11,15.44,2024/11/11,-42.58,31.35,2003/5/11,15.44,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.nexity.fr"";""http://www.nexity.fr"")",Marc Mozzi,+33 (0)1 71 12 15 49,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,Yes,-,-
NEXTRADIOTV,FR0010240994,FR0010240994,PAR,NXTV,5553 Broadcasting & Entertainment,EUR,12.4,11879,-0.4,2009/12/11 17:21,147148,"16,679,124","206,821,138",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,12.4,12.45,2009/12/11 12:40,12.21,2009/12/11 16:48,-8.96,16,2006/1/11,9.5,2013/9/11,-11.11,16,2006/1/11,9.5,2013/9/11,"=LIEN_HYPERTEXTE(""http://www.nextradiotv.com"";""http://www.nextradiotv.com"")",Laufer,+33 (0) 171 191 330,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
NEXTRADIOTV BSAAR,FR0010671891,FR0010671891,PAR,NXTBS,5553 Broadcasting & Entertainment,EUR,0,0,-,-,0,"2,420,000",0,null,French zone  ,,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,5000 Consumer Services,5500 Media,5550 Media,No,No,-,-
NICOX,FR0000074130,FR0000074130,PAR,COX,4577 Pharmaceuticals,EUR,1.06,909755,8.61,2009/12/11 17:35,936565,"72,605,993","76,962,353",Compartment B (Mid Caps),French zone  ,"Issue price currency,PEA eligible",Continuous,0.976,1.06,2009/12/11 17:27,0.968,2009/12/11 9:03,-51.82,2.78,2018/2/11,0.71,2024/11/11,-53.18,2.78,2018/2/11,0.71,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.nicox.com"";""http://www.nicox.com"")",Karl HANKS,+33 (0)4 97 24 53 42,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
NORBERT DENTRESS.,FR0000052870,FR0000052870,PAR,GND,2777 Transportation Services,EUR,55.95,1686,-0.09,2009/12/11 17:35,93438,"9,911,241","554,533,934",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,55.6,56,2009/12/11 12:57,54.35,2009/12/11 17:23,-15.61,84,2025/7/11,49.3,2023/11/11,-11.05,84,2025/7/11,49.3,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.norbert-dentressangle.com"";""http://www.norbert-dentressangle.com"")",Thierry LEDUC,04 72 83 66 00,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
NOVAGALI PHARMA,FR0010915553,FR0010915553,PAR,NOVA,4577 Pharmaceuticals,EUR,6.17,96,0,2009/12/11 13:38,592,"16,308,860","100,625,666",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.17,6.17,2009/12/11 9:00,6.17,2009/12/11 9:00,81.47,6.24,2006/12/11,3,2015/9/11,88.69,6.24,2006/12/11,3,2015/9/11,"=LIEN_HYPERTEXTE(""http://www.novagali.com"";""http://www.novagali.com"")",-,-,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
NRJ GROUP,FR0000121691,FR0000121691,PAR,NRG,5553 Broadcasting & Entertainment,EUR,7.14,6297,-0.14,2009/12/11 17:35,44974,"83,086,030","593,234,254",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,7.15,7.23,2009/12/11 9:00,7.09,2009/12/11 16:32,-8.72,8.9,2023/5/11,6.2,2011/8/11,-5.33,8.9,2023/5/11,6.2,2011/8/11,"=LIEN_HYPERTEXTE(""http://www.nrjgroup.fr"";""http://www.nrjgroup.fr"")",Frédéric PATUREAU,33 1 40 71 78 05,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
NSC GROUPE,FR0000064529,FR0000064529,PAR,NSGP,2757 Industrial Machinery,EUR,46,50,-0.02,1930/11/11 16:30,2300,"548,250","25,219,500",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,46,46,1930/11/11 16:30,46,1930/11/11 16:30,54.36,57.95,2027/5/11,32,2003/2/11,57.53,57.95,2027/5/11,26.12,2015/12/10,"=LIEN_HYPERTEXTE(""http://www.nsc.fr"";""http://www.nsc.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
NYSE EURONEXT,US6294911010,US6294911010,PAR,NYX,8777 Investment Services,EUR,19.9,1506,-0.32,2009/12/11 17:35,29912,"274,259,424","5,457,762,538",Compartment A (Large Caps),International zone (out of Euro)  ,"Issue price currency,SRD eligible",Continuous,19.4,20.16,2009/12/11 14:34,19.4,2009/12/11 9:00,-9.87,29.85,2015/2/11,16.5,2004/10/11,-10.1,29.85,2015/2/11,16.5,2004/10/11,"=LIEN_HYPERTEXTE(""http://ir.nyse.com"";""http://ir.nyse.com"")",Marc Lefevre,01 49 27 15 15,8000 Financials,8700 Financial Services,8770 Financial Services,No,Yes,-,-
OENEO,FR0000052680,FR0000052680,PAR,SBT,2723 Containers & Packaging,EUR,1.93,73726,3.21,2009/12/11 17:35,140095,"44,402,563","85,696,947",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,1.88,1.93,2009/12/11 17:35,1.87,2009/12/11 9:57,-10.23,2.52,2017/5/11,1.6,2022/9/11,-11.87,2.52,2017/5/11,1.6,2022/9/11,"=LIEN_HYPERTEXTE(""http://www.oeneo.com"";""http://www.oeneo.com"")",IZARN Xavier,01 44 13 44 13,2000 Industrials,2700 Industrial Goods & Services,2720 General Industrials,Yes,No,-,-
OENEO BSAR01JUL12,FR0010203299,FR0010203299,PAR,SBTBR,2723 Containers & Packaging,EUR,0.038,2500,2.7,2009/12/11 9:00,95,"26,647,296","1,012,597",null,French zone  ,PEA eligible,Continuous,0.038,0.038,2009/12/11 9:00,0.038,2009/12/11 9:00,-61.62,0.126,2007/2/11,0.037,2007/12/11,-65.14,0.13,2007/2/11,0.04,2007/12/11,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2720 General Industrials,Yes,No,-,-
OFI PRI EQ CAP BS1,FR0010909283,FR0010909283,PAR,OPBS1,8985 Equity Investment Instruments,EUR,0,0,-,-,0,"6,151,542",0,Compartment C (Small Caps),French zone  ,,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,No,No,Halted,2002/12/11
OFI PRI EQ CAP BS2,FR0010909309,FR0010909309,PAR,OPBS2,8985 Equity Investment Instruments,EUR,0,0,-,-,0,"6,151,542",0,Compartment C (Small Caps),French zone  ,,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,No,No,Halted,2002/12/11
OFI PRIV EQU CAP,FR0000038945,FR0000038945,PAR,OPEC,8985 Equity Investment Instruments,EUR,0,0,-,-,0,"10,545,500",0,Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,"=LIEN_HYPERTEXTE(""http://www.ofi-pecapital.com"";""http://www.ofi-pecapital.com"")",-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,Yes,No,Halted,2002/12/11
OL GROUPE,FR0010428771,FR0010428771,PAR,OLG,5755 Recreational Services,EUR,4.1,8571,-2.61,2009/12/11 17:35,35134,"13,241,287","54,289,277",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.21,4.21,2009/12/11 9:00,4.07,2009/12/11 11:08,-28.57,6.5,2022/2/11,3.8,1930/11/11,-31.21,6.5,2022/2/11,3.8,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.olweb.fr"";""http://www.olweb.fr"")",Thierry Sauvage,426296743,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,Yes,No,-,-
ORAPI,FR0000075392,FR0000075392,PAR,ORAP,1357 Specialty Chemicals,EUR,12.8,519,0,2009/12/11 16:35,6643,"2,882,903","36,901,158",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,12.8,12.8,2009/12/11 9:00,12.8,2009/12/11 9:00,-9.54,16.2,2026/4/11,12.34,2024/11/11,-7.85,16.2,2026/4/11,12.34,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.orapi.com"";""http://www.orapi.com"")",CHIFFLOT Fabienne,33478804670,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,No,-,-
ORCH.KAZIBAO REGRT,FR0010160564,FR0010160564,PAR,KAZI,3763 Clothing & Accessories,EUR,5.35,4,-1.83,2007/12/11 13:00,23,"3,858,369","20,642,274",Compartment C (Small Caps),French zone  ,,Continuous,6,6,2007/12/11 10:41,5.35,2007/12/11 13:00,0,6,2007/12/11 10:41,0,-,0,6,2007/12/11 10:41,0,-,"=LIEN_HYPERTEXTE(""http://www.orchestra.fr"";""http://www.orchestra.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,No,No,-,-
ORCO BSAR 2012,LU0234878881,LU0234878881,PAR,ORCBR,8633 Real Estate Holding & Development,EUR,0.28,80,-79.26,2013/10/11 11:50,22,"21,161","5,925",null,Euro zone  ,PEA eligible,Continuous,0.28,0.28,2013/10/11 11:50,0.28,2013/10/11 11:50,-72,1.35,2021/6/11,0.28,2013/10/11,-76.07,1.35,2021/6/11,0.28,2013/10/11,-,-,-,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,-,-
ORCO PROPERTY GRP,LU0122624777,LU0122624777,PAR,ORC,8633 Real Estate Holding & Development,EUR,3.4,44599,1.49,2009/12/11 17:35,152222,"17,053,866","57,983,144",Compartment C (Small Caps),Euro zone  ,PEA eligible,Continuous,3.5,3.5,2009/12/11 9:03,3.33,2009/12/11 14:32,-53.49,10.45,2025/3/11,3.08,2025/11/11,-53.87,10.45,2025/3/11,3.08,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.orcogroup.com"";""http://www.orcogroup.com"")",Nicolas Tommasini,+33 1 40 67 67 23,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,-,-
ORCOBSAAR1219,XS0290764728,XS0290764728,BRU,ORCOW,8633 Real Estate Holding & Development,EUR,4.2,1000,6.33,1930/11/11 17:35,3936,"2,871,021","12,058,288",null,Euro zone  ,PEA eligible,Continuous,3.6,4.2,1930/11/11 17:35,3.6,1930/11/11 16:57,5,7.95,2029/4/11,3.16,2029/8/11,40,7.95,2029/4/11,2.95,1930/11/10,-,-,-,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,Halted,2009/12/11
OROSDI,FR0000039141,FR0000039141,PAR,OROS,5371 Apparel Retailers,EUR,71.4,7,-4.81,1930/11/11 16:30,500,"1,024,000","73,113,600",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,71.4,71.4,1930/11/11 16:30,71.4,1930/11/11 16:30,-12.93,126.98,2019/10/11,54,1930/5/11,-22.39,126.98,2019/10/11,54,1930/5/11,"=LIEN_HYPERTEXTE(""http://www.orosdi.com"";""http://www.orosdi.com"")",-,-,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
